account,date,daily_pnl,trade_count,win_rate,avg_position_size,timestamp,value,classification
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-10-27,-327505.900056,462,0.025974025974025976,14810.891818181817,1730007000,74,Greed
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19,1927735.720035,3356,0.40554231227651966,16345.241939809297,1739943000,44,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-10-27,20607.446093000002,320,0.53125,2492.74990625,1730007000,74,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-19,17098.727055,3533,0.43504104160769885,1693.3516841211435,1739943000,44,Fear
0x271b280974205ca63b716753467d5a371de622ab,2024-07-03,-1.0,5,0.0,6070.2,1719984600,50,Neutral
0x271b280974205ca63b716753467d5a371de622ab,2024-10-27,1793.1602149999999,5,0.8,31941.660000000003,1730007000,74,Greed
0x271b280974205ca63b716753467d5a371de622ab,2025-02-19,29970.928216,1136,0.43045774647887325,10836.90096830986,1739943000,44,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-10-27,121880.386016,6472,0.4437577255871446,483.5901143386898,1730007000,74,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-19,10435.095669,6794,0.4327347659699735,533.2378127759788,1739943000,44,Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-10-27,52215.729448,763,0.4744429882044561,2941.8256880733943,1730007000,74,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-19,116412.254606,2471,0.5337919870497774,3205.000631323351,1739943000,44,Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2023-03-28,0.0,3,0.0,159.0,1679981400,59,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2023-11-14,0.0,2,0.0,23066.935,1699939800,69,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-03-09,-5564.01614,27,0.3333333333333333,3048.5944444444444,1709962200,84,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-07-03,215.754798,80,0.1,767.24775,1719984600,50,Neutral
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-10-27,36993.371011,156,0.46794871794871795,2583.170064102564,1730007000,74,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-02-19,-59349.677108,349,0.2636103151862464,1648.5575358166188,1739943000,44,Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-10-27,34983.381862,144,0.5277777777777778,4554.800138888889,1730007000,74,Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-02-19,-20526.462526,3445,0.3193033381712627,4800.430827285922,1739943000,44,Fear
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-10-27,7612.618288,191,0.41361256544502617,2786.4265445026176,1730007000,74,Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-02-19,45883.628955,141,0.5602836879432624,4338.219787234042,1739943000,44,Fear
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-10-27,16102.56859,125,0.216,6480.62816,1730007000,74,Greed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-19,183403.024142,258,0.2441860465116279,4563.756162790698,1739943000,44,Fear
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-03-09,0.0,88,0.0,1136.3127272727272,1709962200,84,Extreme Greed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-03,145563.448374,249,0.9518072289156626,1759.9534939759035,1719984600,50,Neutral
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-27,160450.518105,43,0.8837209302325582,6742.71976744186,1730007000,74,Greed
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-19,110527.905862,671,0.4828614008941878,2807.6623994038746,1739943000,44,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-10-27,69282.42904,3711,0.3381837779574239,494.23683912691996,1730007000,74,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,32683.214094,4629,0.36552171095268954,541.9522812702527,1739943000,44,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-10-27,61076.167808,328,0.4115853658536585,8444.161189024391,1730007000,74,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-19,613327.827224,3806,0.4952706253284288,8998.349072517078,1739943000,44,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-09,-7919.471032000002,730,0.30684931506849317,6219.798493150685,1709962200,84,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03,-25991.506339,1309,0.3315508021390374,10190.317929717341,1719984600,50,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-27,111230.498007,1703,0.3282442748091603,19645.16682912507,1730007000,74,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-19,223968.37089299998,3737,0.39175809472839174,20468.303636606903,1739943000,44,Fear
0x513b8629fe877bb581bf244e326a047b249c4ff1,2024-10-27,0.0,223,0.0,3261.5788789237668,1730007000,74,Greed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-02-19,403501.648209,5777,0.4156136402977324,28304.44506318158,1739943000,44,Fear
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-10-27,101539.274031,250,1.0,525.47136,1730007000,74,Greed
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-02-19,6979.340871,572,0.2692307692307692,891.0710664335664,1739943000,44,Fear
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2024-10-27,327545.999992,202,0.5148514851485149,16311.138465346536,1730007000,74,Greed
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-02-19,98269.195073,932,0.43991416309012876,8098.078723175966,1739943000,44,Fear
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-10-27,51737.579418,419,0.028639618138424822,2305.200429594272,1730007000,74,Greed
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-19,341945.434741,939,0.3961661341853035,2123.4002662406815,1739943000,44,Fear
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-09,187842.08419,3041,0.8240710292666886,3677.8091055573827,1709962200,84,Extreme Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-07-03,0.16271999999999998,6,0.16666666666666666,34.916666666666664,1719984600,50,Neutral
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-10-27,37526.331877,1016,0.8208661417322834,2056.391348425197,1730007000,74,Greed
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-19,136208.043913,4885,0.7985670419651996,2330.3033080859777,1739943000,44,Fear
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-02-19,14781.443047,1554,0.4510939510939511,3643.361287001287,1739943000,44,Fear
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-10-27,0.0,15,0.0,2333.2533333333336,1730007000,74,Greed
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-19,196303.792847,3056,0.28763089005235604,2249.731112565445,1739943000,44,Fear
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-10-27,11.717676000000012,54,0.037037037037037035,933.2848148148149,1730007000,74,Greed
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-19,64510.169958,1802,0.3401775804661487,6453.556398446171,1739943000,44,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-07-03,-9125.157325,3810,0.32545931758530183,772.3728871391077,1719984600,50,Neutral
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-10-27,39978.37791,1804,0.32427937915742794,1376.8141407982262,1730007000,74,Greed
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-19,46257.358187,5602,0.30739021777936454,658.3625776508391,1739943000,44,Fear
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2024-10-27,8695.357326,724,0.07596685082872928,2936.1985911602205,1730007000,74,Greed
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-02-19,100502.420808,2080,0.3903846153846154,3430.149134615385,1739943000,44,Fear
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2024-10-27,49180.714882,4211,0.418665400142484,1636.15022559962,1730007000,74,Greed
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-19,40314.808014,9274,0.32003450506793185,1157.8793541082598,1739943000,44,Fear
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-07-03,-14505.50575,39,0.0,7877.326666666667,1719984600,50,Neutral
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-10-27,67900.247545,283,0.5477031802120141,1684.2025795053005,1730007000,74,Greed
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-02-19,19451.742477,95,0.8842105263157894,820.6771578947369,1739943000,44,Fear
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2024-10-27,20925.513222,190,0.5526315789473685,3387.3391578947367,1730007000,74,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-02-19,8751.751449,182,0.2692307692307692,3072.9576923076925,1739943000,44,Fear
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2024-10-27,55.01524,9,0.2222222222222222,1862.9299999999998,1730007000,74,Greed
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-02-19,21703.816512999998,525,0.3238095238095238,8441.060742857142,1739943000,44,Fear
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-11-14,155.50335699999994,1043,0.2751677852348993,11034.799511025887,1699939800,69,Greed
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-09,2606.8947559999997,3076,0.21879063719115735,7639.724411573472,1709962200,84,Extreme Greed
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-07-03,62586.1816,1643,0.20998174071819842,2875.2178940961658,1719984600,50,Neutral
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27,1421755.845871,1268,0.5670347003154574,2166.171861198738,1730007000,74,Greed
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-19,553818.000465,7380,0.3910569105691057,1818.587241192412,1739943000,44,Fear
0xb899e522b5715391ae1d4f137653e7906c5e2115,2025-02-19,22488.500821,4838,0.4386109962794543,22504.555828854896,1739943000,44,Fear
0xbaaaf6571ab7d571043ff1e313a9609a10637864,2025-02-19,940157.212682,21190,0.46753185464841907,3210.7751864086836,1739943000,44,Fear
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2024-10-27,11671.68,267,0.15355805243445692,2725.7805992509366,1730007000,74,Greed
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19,325441.97721599997,2211,0.3722297602894618,8103.972912709181,1739943000,44,Fear
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2024-10-27,684215.002602,9883,0.5692603460487706,2693.2837964180917,1730007000,74,Greed
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-19,126967.976166,26651,0.3848636073693295,1554.8373344339798,1739943000,44,Fear
